velocity:, 1, #(0.0 0.0 0.0)
velocity:, 2, #(0.6025833244669949 1.576665807458657e-10 9.018335575315397e-11)
velocity:, 3, #(0.5539955037881363 3.0545618179251335e-10 -1.6825261931567617e-10)
velocity:, 4, #(0.49860901445443556 1.4275819297303708e-10 -1.712432865097784e-10)
velocity:, 5, #(0.45550847738481554 9.04326014829029e-11 -1.525458785542306e-10)
velocity:, 6, #(0.42908304072223746 5.693832958968886e-10 -1.6859334815466698e-11)
velocity:, 7, #(0.41492966384508506 7.530690717040338e-10 2.6445060926744577e-11)
velocity:, 8, #(0.40788936331719905 9.150143041566028e-10 6.27899199070272e-11)
velocity:, 9, #(0.40460152707395713 2.6049668587848426e-10 2.397791865612636e-10)
velocity:, 10, #(0.4032344850601213 1.2983636873396414e-10 2.3433790822473783e-10)
velocity:, 11, #(0.4028532319357977 -2.3024059942561502e-10 -5.858738770457633e-11)
velocity:, 12, #(0.4029817288573878 -3.3122480180858683e-10 -7.475483454806612e-11)
velocity:, 13, #(0.40337443748512597 -3.977606951180416e-10 -9.119938136053531e-11)
velocity:, 14, #(0.4038999109931178 -4.3683384516995196e-10 -1.0861324271256917e-10)
velocity:, 15, #(0.404485115764112 -4.4614587401481293e-10 -1.2752043000022723e-10)
velocity:, 16, #(0.4050878032352545 -4.2393067551534904e-10 -1.481739427804508e-10)
velocity:, 17, #(0.40568249143645496 -3.678017516129574e-10 -1.7095016129568106e-10)
velocity:, 18, #(0.4062530052201825 -2.7425196681231966e-10 -1.9683203989602474e-10)
velocity:, 19, #(0.406788222403276 -1.5024173950850382e-10 -2.2765896514703677e-10)
velocity:, 20, #(0.40727906457778795 -1.0901764690670803e-9 2.410525614107586e-10)
velocity:, 21, #(0.4077175768324552 -1.6256474003884631e-9 2.4656880717491385e-10)
velocity:, 22, #(0.4080930224656541 1.662136933886787e-9 7.726380834792832e-11)
velocity:, 23, #(0.40838981318360845 2.574302441184151e-9 2.037102771350245e-10)
velocity:, 24, #(0.4085829144340379 3.934235277307099e-9 6.116940008956401e-10)
velocity:, 25, #(0.4086288477213668 -3.780399373502135e-9 -3.6442611364294927e-10)
velocity:, 26, #(0.4084450498439503 1.3463126777136054e-9 2.087146882286952e-10)
velocity:, 27, #(0.40786858941089105 2.398605426951152e-9 8.500738760393234e-11)
velocity:, 28, #(0.40653597944079706 -1.4871147177798999e-8 1.1308814424905067e-9)
velocity:, 29, #(0.40355875543201836 -8.603899344105957e-9 1.813308873040733e-9)
velocity:, 30, #(0.39657117561007194 2.125995738342407e-8 -5.518541904345701e-9)
velocity:, 31, #(0.3798233312513141 -2.985199160005961e-8 6.238701562309264e-9)
velocity:, 32, #(0.34839564530493133 -2.0854958240974627e-8 3.836485829708485e-9)
velocity:, 33, #(0.3156887512279173 -3.594893183340094e-8 2.878357513552061e-9)
velocity:, 34, #(0.29425622752739755 -2.9548934427376877e-8 2.9894461758283046e-9)
velocity:, 35, #(0.28165214896266383 -4.673432321657375e-8 6.598397892775163e-9)
velocity:, 36, #(0.27391079988515554 -1.914298658509488e-8 4.266284586162476e-9)
velocity:, 37, #(0.2688621989868842 -1.9738835815583814e-8 3.727826407459108e-9)
velocity:, 38, #(0.26541766684238405 -4.306608339640565e-8 1.8861444463050624e-9)
velocity:, 39, #(0.2630048276887028 -2.326810129012265e-8 1.0034916505644626e-9)
velocity:, 40, #(0.26128956912871326 -2.4913884586569644e-8 1.1808059941448797e-9)
velocity:, 41, #(0.2600678300808887 -2.065686435717504e-8 3.4163989663993495e-9)
velocity:, 42, #(0.25921367131929424 -4.084174297924838e-8 5.869769928363172e-10)
velocity:, 43, #(0.25862953936504673 -3.7528097762715534e-8 1.274799820346086e-9)
velocity:, 44, #(0.25825305220489336 -3.4107666506411296e-8 1.2334785052093576e-9)
velocity:, 45, #(0.25803582856373697 -1.4720059231108103e-8 1.698817841732368e-9)
velocity:, 46, #(0.25794723905991335 -1.5900368095934874e-8 1.6878120988941462e-9)
velocity:, 47, #(0.25796060121832165 -2.0289393771462716e-8 3.538454059241924e-9)
velocity:, 48, #(0.2580495731093878 -2.0235698699800668e-8 3.2217075742398625e-9)
velocity:, 49, #(0.25820087286149007 -1.947496359103764e-8 2.8485348924010335e-9)
velocity:, 50, #(0.25840184751305345 -1.8621048433730672e-8 2.74508116242619e-9)
velocity:, 51, #(0.25864226761097714 -1.79327468540453e-8 2.5589495889764485e-9)
velocity:, 52, #(0.2589138607162292 -1.7314610947010964e-8 2.4226757468922043e-9)
velocity:, 53, #(0.2592099237313953 -1.677875475197997e-8 2.2920157922510738e-9)
velocity:, 54, #(0.2595240814840595 -2.028681713177434e-8 5.886909007386258e-10)
velocity:, 55, #(0.2598537927628707 -2.0038886358087323e-8 5.359475995529133e-10)
velocity:, 56, #(0.26019442439410057 -1.9573173461961246e-8 5.441923724509556e-10)
velocity:, 57, #(0.2605429038555869 -1.9142870206361042e-8 5.481648340782038e-10)
velocity:, 58, #(0.26089676460171163 -1.875256264695194e-8 5.518767934404105e-10)
velocity:, 59, #(0.26125396338641 -1.839740771803757e-8 5.53143080820287e-10)
velocity:, 60, #(0.26161281256855357 -1.8075504344987695e-8 5.522970982162642e-10)
velocity:, 61, #(0.26197191974622147 -1.778465399538901e-8 5.496793124730894e-10)
velocity:, 62, #(0.2623301374456853 -1.7522901551287614e-8 5.456004462236951e-10)
velocity:, 63, #(0.26268720285534136 -1.2904168794331738e-8 1.4704928312393185e-9)
velocity:, 64, #(0.2630418218045646 -9.406533067625907e-9 1.4165283002641408e-9)
velocity:, 65, #(0.263392429095855 -1.1611370185259348e-8 1.3473376326308703e-9)
velocity:, 66, #(0.2637391850986965 -1.0760191769674315e-8 1.1823218890242102e-9)
velocity:, 67, #(0.2640818072780545 -1.1732146946620886e-8 1.2261874958121482e-9)
velocity:, 68, #(0.26441992697463707 -1.1304058480469584e-8 1.0844231945510326e-9)
velocity:, 69, #(0.26475324263394295 -1.198334066772068e-8 1.1336375187965212e-9)
velocity:, 70, #(0.26508167408662275 -1.1688616477819984e-8 1.0088555958310428e-9)
velocity:, 71, #(0.26540490315195725 -1.222609356560255e-8 1.0636287050108136e-9)
velocity:, 72, #(0.2657230405204633 -1.1999289979241104e-8 9.567739234704794e-10)
velocity:, 73, #(0.26603489534957103 -1.4133236349965169e-8 1.2290212379188914e-9)
velocity:, 74, #(0.26634248694419005 -1.1377791421349193e-8 1.2459382037062239e-9)
velocity:, 75, #(0.2666453003384003 -1.4763118037982184e-8 1.216513787278139e-9)
velocity:, 76, #(0.26694208452075757 -1.7405731343512684e-8 6.731400951540771e-10)
velocity:, 77, #(0.26723367424407113 -1.5902476312129982e-8 7.159881890611867e-10)
velocity:, 78, #(0.2675201047667822 -1.6510159502207897e-8 6.562867016768182e-10)
velocity:, 79, #(0.2678013466647356 -1.6077092598706672e-8 5.979802242128178e-10)
velocity:, 80, #(0.26807745940637084 -1.6351061606519346e-8 6.820011072316604e-10)
velocity:, 81, #(0.2683485258139369 -1.6369489232854052e-8 5.813336752666597e-10)
velocity:, 82, #(0.26861456774424675 -1.639416648193114e-8 7.690910182186757e-10)
velocity:, 83, #(0.2688756926651416 -1.66042349455701e-8 6.414110263546638e-10)
velocity:, 84, #(0.26913190630529304 -1.6504515522049254e-8 8.619193369455668e-10)
velocity:, 85, #(0.2693833642381522 -1.6830284539155212e-8 6.96351338417244e-10)
velocity:, 86, #(0.269630102102775 -1.6750794363781132e-8 9.024332428950675e-10)
velocity:, 87, #(0.269872287949683 -1.712201076004614e-8 7.183570461675535e-10)
velocity:, 88, #(0.2701099511289061 -1.7080097557522032e-8 9.123675084149637e-10)
velocity:, 89, #(0.27034324843089974 -1.7437737161481818e-8 7.286682427298312e-10)
velocity:, 90, #(0.270572209326803 -1.7438028094944088e-8 9.12230755345535e-10)
velocity:, 91, #(0.27079698515532846 -1.776618554112581e-8 7.363515341645519e-10)
velocity:, 92, #(0.2710176087931342 -1.781302424454342e-8 9.070440921727909e-10)
velocity:, 93, #(0.27123422532787306 -1.8110284676313486e-8 7.430472538483709e-10)
velocity:, 94, #(0.2714468706224701 -1.8202200504881434e-8 8.978787652951644e-10)
velocity:, 95, #(0.27165568224217995 -1.847249114831492e-8 7.488483815260188e-10)
velocity:, 96, #(0.27186069882356423 -1.8604416669071983e-8 8.851928851102743e-10)
velocity:, 97, #(0.27206204942789086 -1.8854098551086904e-8 7.534848158870694e-10)
velocity:, 98, #(0.2722597754753857 -1.9019364975243533e-8 8.694917804678788e-10)
velocity:, 99, #(0.2724539968083649 -1.9255570032591706e-8 7.565531479535106e-10)
velocity:, 100, #(0.27264475768749635 -1.944725757166511e-8 8.514306362957314e-10)
velocity:, 101, #(0.2728321683457104 -1.967676202777415e-8 7.576082764686182e-10)
velocity:, 102, #(0.2730162758332318 -1.988863578450903e-8 8.317551525746436e-10)
velocity:, 103, #(0.273197180758353 -2.0117148950549438e-8 7.562513107546078e-10)
velocity:, 104, #(0.2733749327037116 -2.0344190357717546e-8 8.111944350077881e-10)
